transaction_id,date,category,amount,region,department,approved,is_anomaly,year,month,quarter,month_name,weekday,is_weekend
TXN-00066,2023-03-22,Refund,-3653.45,West,Operations,True,False,2023,3,1,Mar,Wednesday,False
TXN-00067,2024-07-15,Refund,-2923.68,East,R&D,True,False,2024,7,3,Jul,Monday,False
TXN-00068,2024-01-23,Investment,-90924.15,East,HR,True,False,2024,1,1,Jan,Tuesday,False
TXN-00069,2023-01-02,Expenses,-11190.53,West,HR,True,False,2023,1,1,Jan,Monday,False
TXN-00070,2024-01-25,Expenses,-16723.72,North,Sales,True,False,2024,1,1,Jan,Thursday,False
TXN-00071,2024-07-19,Investment,-18034.28,West,Marketing,True,False,2024,7,3,Jul,Friday,False
TXN-00072,2023-04-16,Revenue,9307.15,North,R&D,True,False,2023,4,2,Apr,Sunday,True
TXN-00073,2024-04-21,Revenue,33888.72,East,R&D,True,False,2024,4,2,Apr,Sunday,True
TXN-00074,2024-12-03,Expenses,-9339.4,North,R&D,True,False,2024,12,4,Dec,Tuesday,False
TXN-00075,2024-02-06,Revenue,22590.77,Central,HR,True,False,2024,2,1,Feb,Tuesday,False
TXN-00076,2024-12-30,Expenses,-10313.05,West,Sales,True,False,2024,12,4,Dec,Monday,False
TXN-00077,2024-07-09,Transfer,-7271.2,Central,HR,False,False,2024,7,3,Jul,Tuesday,False
TXN-00078,2023-06-11,Investment,-61589.72,East,HR,True,False,2023,6,2,Jun,Sunday,True
TXN-00079,2023-07-21,Expenses,-6006.84,West,Operations,False,False,2023,7,3,Jul,Friday,False
TXN-00080,2023-09-27,Investment,-5830.68,East,Sales,True,False,2023,9,3,Sep,Wednesday,False
TXN-00081,2023-09-28,Revenue,9684.93,Central,R&D,True,False,2023,9,3,Sep,Thursday,False
TXN-00082,2024-03-31,Investment,-45053.24,East,Marketing,True,False,2024,3,1,Mar,Sunday,True
TXN-00083,2024-04-06,Revenue,8573.87,West,R&D,True,False,2024,4,2,Apr,Saturday,True
TXN-00084,2024-12-27,Revenue,45238.59,West,HR,True,False,2024,12,4,Dec,Friday,False
TXN-00085,2023-09-09,Revenue,19551.72,East,Sales,True,False,2023,9,3,Sep,Saturday,True
TXN-00086,2024-12-02,Revenue,20974.83,West,Sales,True,False,2024,12,4,Dec,Monday,False
TXN-00087,2023-10-23,Revenue,28357.69,West,Sales,True,False,2023,10,4,Oct,Monday,False
TXN-00088,2024-12-25,Revenue,41016.04,East,Operations,True,False,2024,12,4,Dec,Wednesday,False
TXN-00089,2024-12-20,Revenue,29300.54,Central,R&D,True,False,2024,12,4,Dec,Friday,False
TXN-00090,2023-12-04,Transfer,3017.55,West,Operations,True,False,2023,12,4,Dec,Monday,False
TXN-00091,2023-02-22,Expenses,-13675.49,West,Marketing,True,False,2023,2,1,Feb,Wednesday,False
TXN-00092,2023-08-05,Revenue,35126.91,West,HR,True,False,2023,8,3,Aug,Saturday,True
TXN-00093,2023-07-07,Transfer,3236.78,West,Operations,True,False,2023,7,3,Jul,Friday,False
TXN-00094,2024-01-15,Expenses,-5752.32,East,Operations,True,False,2024,1,1,Jan,Monday,False
TXN-00095,2024-05-07,Expenses,-18827.22,Central,HR,True,False,2024,5,2,May,Tuesday,False
TXN-00096,2023-02-10,Expenses,-1326.31,Central,Sales,True,False,2023,2,1,Feb,Friday,False
TXN-00097,2023-06-06,Revenue,36050.22,North,HR,True,False,2023,6,2,Jun,Tuesday,False
TXN-00098,2023-01-15,Revenue,203785.75,West,R&D,True,True,2023,1,1,Jan,Sunday,True
TXN-00099,2023-03-06,Revenue,25266.69,West,HR,True,False,2023,3,1,Mar,Monday,False
TXN-00100,2024-06-04,Refund,-3296.9,North,Sales,True,False,2024,6,2,Jun,Tuesday,False
TXN-00101,2023-12-10,Investment,-24432.25,Central,HR,True,False,2023,12,4,Dec,Sunday,True
TXN-00102,2023-05-09,Transfer,-5307.16,South,Operations,True,False,2023,5,2,May,Tuesday,False
TXN-00103,2024-10-09,Expenses,-17027.89,South,Marketing,True,False,2024,10,4,Oct,Wednesday,False
TXN-00104,2024-04-16,Transfer,8540.02,Central,Operations,True,False,2024,4,2,Apr,Tuesday,False
TXN-00105,2023-03-04,Expenses,-3580.35,West,Marketing,True,False,2023,3,1,Mar,Saturday,True
TXN-00106,2023-05-19,Expenses,-7840.08,South,HR,True,False,2023,5,2,May,Friday,False
TXN-00107,2024-05-13,Revenue,38987.17,East,R&D,True,False,2024,5,2,May,Monday,False
TXN-00108,2024-08-15,Revenue,42173.04,East,HR,True,False,2024,8,3,Aug,Thursday,False
TXN-00109,2024-01-27,Refund,-1527.15,North,Sales,True,False,2024,1,1,Jan,Saturday,True
TXN-00110,2024-11-05,Revenue,18640.78,Central,HR,True,False,2024,11,4,Nov,Tuesday,False
TXN-00111,2024-02-23,Revenue,148442.98,Central,Marketing,True,True,2024,2,1,Feb,Friday,False
TXN-00112,2023-10-16,Revenue,47163.1,South,Operations,True,False,2023,10,4,Oct,Monday,False
TXN-00113,2024-01-14,Expenses,-14042.28,West,R&D,True,False,2024,1,1,Jan,Sunday,True
TXN-00114,2024-05-04,Expenses,-11279.55,Central,HR,True,False,2024,5,2,May,Saturday,True
TXN-00115,2023-08-19,Expenses,-9944.25,South,HR,True,False,2023,8,3,Aug,Saturday,True
TXN-00116,2023-02-10,Transfer,-60.73,South,Operations,True,False,2023,2,1,Feb,Friday,False
TXN-00117,2023-01-28,Transfer,7028.5,Central,R&D,True,False,2023,1,1,Jan,Saturday,True
TXN-00118,2023-05-15,Revenue,46876.78,South,HR,True,False,2023,5,2,May,Monday,False
TXN-00119,2023-07-20,Revenue,41785.24,North,HR,True,False,2023,7,3,Jul,Thursday,False
TXN-00120,2023-02-02,Expenses,-2879.5,North,Marketing,True,False,2023,2,1,Feb,Thursday,False
TXN-00121,2023-02-17,Transfer,6118.51,Central,Marketing,True,False,2023,2,1,Feb,Friday,False
TXN-00122,2024-05-17,Refund,-3507.07,West,Sales,True,False,2024,5,2,May,Friday,False
TXN-00123,2024-02-11,Revenue,23134.11,North,Operations,True,False,2024,2,1,Feb,Sunday,True
TXN-00124,2024-07-27,Revenue,36272.8,North,R&D,True,False,2024,7,3,Jul,Saturday,True
TXN-00125,2024-12-28,Revenue,48902.46,Central,HR,True,False,2024,12,4,Dec,Saturday,True
TXN-00126,2023-04-09,Expenses,-3961.63,East,HR,True,False,2023,4,2,Apr,Sunday,True
TXN-00127,2024-11-14,Revenue,43790.65,South,Sales,True,False,2024,11,4,Nov,Thursday,False
TXN-00128,2024-12-26,Transfer,-258.76,North,HR,True,False,2024,12,4,Dec,Thursday,False
TXN-00129,2024-06-30,Expenses,-5086.21,East,Operations,True,False,2024,6,2,Jun,Sunday,True
TXN-00130,2024-09-04,Revenue,27615.47,West,Sales,True,False,2024,9,3,Sep,Wednesday,False
TXN-00131,2024-04-06,Expenses,-17145.71,East,Operations,True,False,2024,4,2,Apr,Saturday,True
TXN-00133,2023-01-05,Revenue,11082.48,West,HR,True,False,2023,1,1,Jan,Thursday,False
TXN-00134,2023-08-06,Transfer,990.59,West,Sales,True,False,2023,8,3,Aug,Sunday,True
TXN-00135,2024-05-17,Transfer,-9450.28,East,Marketing,True,False,2024,5,2,May,Friday,False
TXN-00136,2024-02-02,Revenue,27776.38,Central,R&D,True,False,2024,2,1,Feb,Friday,False
TXN-00137,2024-01-28,Expenses,-17939.54,North,HR,True,False,2024,1,1,Jan,Sunday,True
TXN-00138,2023-07-26,Expenses,-15787.26,East,R&D,True,False,2023,7,3,Jul,Wednesday,False
TXN-00139,2023-01-15,Expenses,-7321.08,North,HR,True,False,2023,1,1,Jan,Sunday,True
TXN-00140,2024-07-07,Revenue,7760.73,East,R&D,True,False,2024,7,3,Jul,Sunday,True
TXN-00141,2024-04-05,Refund,-2746.98,North,Marketing,True,False,2024,4,2,Apr,Friday,False
TXN-00142,2024-11-21,Revenue,49768.98,East,R&D,True,False,2024,11,4,Nov,Thursday,False
TXN-00143,2024-07-28,Revenue,36276.59,West,Sales,True,False,2024,7,3,Jul,Sunday,True
TXN-00145,2024-07-17,Revenue,10462.32,West,HR,True,False,2024,7,3,Jul,Wednesday,False
TXN-00146,2023-04-06,Revenue,9547.06,North,Operations,True,False,2023,4,2,Apr,Thursday,False
TXN-00147,2024-04-29,Investment,-94082.28,Central,R&D,True,False,2024,4,2,Apr,Monday,False
TXN-00148,2024-02-11,Expenses,-564.41,West,R&D,True,False,2024,2,1,Feb,Sunday,True
TXN-00149,2023-08-19,Refund,-1985.42,South,R&D,True,False,2023,8,3,Aug,Saturday,True
TXN-00150,2024-10-16,Revenue,33075.31,North,HR,True,False,2024,10,4,Oct,Wednesday,False
TXN-00151,2023-06-20,Expenses,-11691.37,West,R&D,True,False,2023,6,2,Jun,Tuesday,False
TXN-00152,2024-06-24,Revenue,44897.19,East,HR,True,False,2024,6,2,Jun,Monday,False
TXN-00153,2023-02-05,Expenses,-16204.86,Central,HR,True,False,2023,2,1,Feb,Sunday,True
TXN-00154,2024-06-08,Expenses,-11924.47,North,Operations,True,False,2024,6,2,Jun,Saturday,True
TXN-00155,2023-06-09,Refund,-1405.29,West,Sales,False,False,2023,6,2,Jun,Friday,False
TXN-00156,2024-11-29,Refund,-4945.95,North,HR,True,False,2024,11,4,Nov,Friday,False
TXN-00157,2023-08-31,Expenses,-10613.79,East,Marketing,True,False,2023,8,3,Aug,Thursday,False
TXN-00158,2023-03-27,Revenue,16691.59,South,R&D,True,False,2023,3,1,Mar,Monday,False
TXN-00159,2024-07-31,Refund,-4328.16,West,Marketing,True,False,2024,7,3,Jul,Wednesday,False
TXN-00161,2024-07-10,Revenue,15854.07,North,Operations,True,False,2024,7,3,Jul,Wednesday,False
TXN-00162,2024-07-27,Transfer,6030.74,North,HR,True,False,2024,7,3,Jul,Saturday,True
TXN-00163,2024-10-07,Transfer,-242.92,South,Sales,False,False,2024,10,4,Oct,Monday,False
TXN-00164,2023-01-28,Revenue,29658.18,North,HR,True,False,2023,1,1,Jan,Saturday,True
TXN-00165,2024-09-11,Expenses,-3535.04,Central,R&D,True,False,2024,9,3,Sep,Wednesday,False
TXN-00166,2024-07-09,Revenue,26970.85,Central,Sales,True,False,2024,7,3,Jul,Tuesday,False
TXN-00167,2023-12-06,Revenue,19610.42,North,HR,True,False,2023,12,4,Dec,Wednesday,False
TXN-00168,2023-11-27,Investment,-54778.28,Central,Sales,True,False,2023,11,4,Nov,Monday,False
TXN-00169,2024-10-01,Expenses,-12307.71,West,R&D,True,False,2024,10,4,Oct,Tuesday,False
TXN-00170,2024-05-20,Expenses,-4692.18,Central,Operations,True,False,2024,5,2,May,Monday,False
TXN-00171,2023-12-14,Transfer,9106.69,North,Operations,True,False,2023,12,4,Dec,Thursday,False
TXN-00172,2024-04-17,Refund,-3454.51,East,HR,True,False,2024,4,2,Apr,Wednesday,False
TXN-00173,2023-08-19,Investment,-58427.7,West,Marketing,False,False,2023,8,3,Aug,Saturday,True
TXN-00174,2023-07-09,Revenue,42839.22,South,R&D,True,False,2023,7,3,Jul,Sunday,True
TXN-00175,2023-08-13,Revenue,45579.29,North,HR,True,False,2023,8,3,Aug,Sunday,True
TXN-00176,2024-01-20,Expenses,-7574.57,South,HR,True,False,2024,1,1,Jan,Saturday,True
TXN-00177,2024-01-12,Investment,-14963.81,East,Operations,True,False,2024,1,1,Jan,Friday,False
TXN-00178,2023-10-10,Expenses,-8028.3,South,Sales,True,False,2023,10,4,Oct,Tuesday,False
TXN-00179,2024-09-24,Revenue,28328.36,North,R&D,True,False,2024,9,3,Sep,Tuesday,False
TXN-00180,2024-09-19,Revenue,38184.52,North,Sales,True,False,2024,9,3,Sep,Thursday,False
TXN-00181,2023-09-16,Expenses,-6735.56,East,R&D,True,False,2023,9,3,Sep,Saturday,True
TXN-00182,2023-12-25,Revenue,8815.64,North,Marketing,True,False,2023,12,4,Dec,Monday,False
TXN-00183,2024-12-10,Investment,-93151.99,East,Operations,True,False,2024,12,4,Dec,Tuesday,False
TXN-00184,2024-03-31,Revenue,5544.88,East,Marketing,True,False,2024,3,1,Mar,Sunday,True
TXN-00185,2024-02-15,Transfer,4750.17,North,HR,True,False,2024,2,1,Feb,Thursday,False
TXN-00186,2024-10-10,Expenses,-14217.56,Central,Operations,True,False,2024,10,4,Oct,Thursday,False
TXN-00187,2023-11-14,Revenue,39859.41,East,HR,True,False,2023,11,4,Nov,Tuesday,False
TXN-00188,2024-11-07,Investment,-82406.42,North,Marketing,True,False,2024,11,4,Nov,Thursday,False
TXN-00189,2023-08-13,Revenue,9427.8,Central,R&D,True,False,2023,8,3,Aug,Sunday,True
TXN-00190,2023-08-22,Investment,-27384.6,East,HR,True,False,2023,8,3,Aug,Tuesday,False
TXN-00191,2024-11-14,Revenue,5942.52,Central,Sales,True,False,2024,11,4,Nov,Thursday,False
TXN-00192,2024-10-25,Revenue,48553.7,West,R&D,True,False,2024,10,4,Oct,Friday,False
TXN-00194,2024-11-02,Expenses,-12552.18,Central,Marketing,True,False,2024,11,4,Nov,Saturday,True
TXN-00195,2024-08-30,Revenue,10462.39,East,Marketing,True,False,2024,8,3,Aug,Friday,False
TXN-00196,2024-04-16,Expenses,-4894.64,North,Operations,True,False,2024,4,2,Apr,Tuesday,False
TXN-00197,2023-08-21,Expenses,-9659.11,South,Operations,True,False,2023,8,3,Aug,Monday,False
TXN-00198,2024-11-22,Revenue,48581.99,North,Sales,True,False,2024,11,4,Nov,Friday,False
TXN-00199,2023-04-23,Refund,-3565.17,South,R&D,True,False,2023,4,2,Apr,Sunday,True
TXN-00200,2024-05-11,Transfer,2037.63,South,Sales,True,False,2024,5,2,May,Saturday,True
TXN-00201,2024-03-17,Expenses,-5412.57,East,Sales,True,False,2024,3,1,Mar,Sunday,True
TXN-00202,2024-07-17,Refund,-1783.25,Central,Marketing,True,False,2024,7,3,Jul,Wednesday,False
TXN-00203,2023-09-25,Revenue,20222.04,North,Sales,True,False,2023,9,3,Sep,Monday,False
TXN-00204,2024-05-24,Transfer,-5507.69,Central,Sales,True,False,2024,5,2,May,Friday,False
TXN-00205,2024-01-21,Expenses,-11574.5,West,HR,True,False,2024,1,1,Jan,Sunday,True
TXN-00206,2024-01-22,Expenses,-8047.68,East,Operations,True,False,2024,1,1,Jan,Monday,False
TXN-00207,2023-04-23,Transfer,-5186.15,East,Operations,True,False,2023,4,2,Apr,Sunday,True
TXN-00208,2024-09-04,Revenue,13886.17,West,R&D,False,False,2024,9,3,Sep,Wednesday,False
TXN-00209,2024-09-16,Transfer,2916.22,North,Operations,True,False,2024,9,3,Sep,Monday,False
TXN-00210,2023-03-22,Revenue,41717.61,West,R&D,False,False,2023,3,1,Mar,Wednesday,False
TXN-00211,2024-11-29,Transfer,6930.29,North,HR,True,False,2024,11,4,Nov,Friday,False
TXN-00212,2023-04-23,Transfer,-4955.18,South,Operations,False,False,2023,4,2,Apr,Sunday,True
TXN-00213,2023-01-02,Refund,-2743.36,East,HR,True,False,2023,1,1,Jan,Monday,False
TXN-00214,2024-10-03,Refund,-1430.4,North,Operations,True,False,2024,10,4,Oct,Thursday,False
TXN-00215,2023-08-08,Refund,-1784.81,Central,Operations,True,False,2023,8,3,Aug,Tuesday,False
TXN-00216,2024-07-19,Revenue,29526.21,Central,HR,True,False,2024,7,3,Jul,Friday,False
TXN-00217,2023-08-13,Transfer,8747.76,East,Sales,True,False,2023,8,3,Aug,Sunday,True
TXN-00218,2024-01-20,Revenue,12416.67,West,Sales,True,False,2024,1,1,Jan,Saturday,True
TXN-00219,2024-02-07,Revenue,37669.1,West,Sales,True,False,2024,2,1,Feb,Wednesday,False
TXN-00220,2024-09-29,Refund,-3953.79,North,Sales,True,False,2024,9,3,Sep,Sunday,True
TXN-00221,2023-05-10,Expenses,-3606.29,West,Operations,True,False,2023,5,2,May,Wednesday,False
TXN-00222,2023-02-22,Investment,-48487.47,East,Marketing,False,False,2023,2,1,Feb,Wednesday,False
TXN-00223,2024-11-14,Expenses,-10086.97,North,HR,True,False,2024,11,4,Nov,Thursday,False
TXN-00224,2024-12-30,Revenue,30425.99,South,Marketing,False,False,2024,12,4,Dec,Monday,False
TXN-00225,2024-11-02,Investment,-17034.32,West,Marketing,False,False,2024,11,4,Nov,Saturday,True
TXN-00226,2024-12-10,Expenses,-5158.13,West,R&D,True,False,2024,12,4,Dec,Tuesday,False
TXN-00227,2024-02-20,Revenue,25770.09,North,Sales,True,False,2024,2,1,Feb,Tuesday,False
TXN-00228,2023-09-04,Revenue,16100.55,Central,Operations,True,False,2023,9,3,Sep,Monday,False
TXN-00230,2023-07-22,Revenue,23067.24,East,Sales,True,False,2023,7,3,Jul,Saturday,True
TXN-00231,2023-07-03,Refund,-4000.23,West,Marketing,True,False,2023,7,3,Jul,Monday,False
TXN-00232,2023-05-03,Expenses,-5705.11,South,R&D,True,False,2023,5,2,May,Wednesday,False
TXN-00233,2024-02-05,Expenses,-16333.52,West,Sales,True,False,2024,2,1,Feb,Monday,False
TXN-00234,2023-10-21,Expenses,-4716.06,Central,HR,True,False,2023,10,4,Oct,Saturday,True
TXN-00235,2023-10-07,Expenses,-19898.02,West,HR,True,False,2023,10,4,Oct,Saturday,True
TXN-00236,2024-09-01,Refund,-4826.97,North,Sales,True,False,2024,9,3,Sep,Sunday,True
TXN-00237,2023-07-17,Investment,-80764.35,West,Marketing,True,False,2023,7,3,Jul,Monday,False
TXN-00238,2024-05-25,Transfer,-2641.18,Central,Marketing,True,False,2024,5,2,May,Saturday,True
TXN-00239,2023-05-24,Revenue,11699.96,North,Operations,False,False,2023,5,2,May,Wednesday,False
TXN-00240,2024-08-31,Revenue,44449.28,East,R&D,True,False,2024,8,3,Aug,Saturday,True
TXN-00241,2023-07-20,Transfer,-2633.81,North,Marketing,True,False,2023,7,3,Jul,Thursday,False
TXN-00242,2023-05-04,Expenses,-5919.62,South,Operations,True,False,2023,5,2,May,Thursday,False
TXN-00243,2023-07-06,Transfer,1860.89,North,HR,False,False,2023,7,3,Jul,Thursday,False
TXN-00244,2023-11-22,Expenses,-11953.87,East,HR,True,False,2023,11,4,Nov,Wednesday,False
TXN-00245,2024-04-08,Investment,-996942.6,West,HR,True,True,2024,4,2,Apr,Monday,False
TXN-00246,2023-12-15,Expenses,-13067.89,North,Sales,False,False,2023,12,4,Dec,Friday,False
TXN-00247,2024-10-21,Refund,-45443.5,North,R&D,True,True,2024,10,4,Oct,Monday,False
TXN-00248,2024-02-07,Expenses,-10621.03,North,Operations,True,False,2024,2,1,Feb,Wednesday,False
TXN-00249,2023-12-12,Expenses,-18735.35,North,R&D,True,False,2023,12,4,Dec,Tuesday,False
TXN-00250,2024-05-25,Expenses,-9051.05,East,Sales,True,False,2024,5,2,May,Saturday,True
TXN-00251,2023-05-27,Expenses,-8231.99,Central,Operations,True,False,2023,5,2,May,Saturday,True
TXN-00252,2023-05-28,Investment,-23526.05,Central,Operations,True,False,2023,5,2,May,Sunday,True
TXN-00253,2024-12-11,Revenue,42127.22,North,Marketing,True,False,2024,12,4,Dec,Wednesday,False
TXN-00254,2024-05-03,Expenses,-18497.36,East,R&D,True,False,2024,5,2,May,Friday,False
TXN-00255,2024-10-01,Revenue,20040.72,East,R&D,True,False,2024,10,4,Oct,Tuesday,False
TXN-00256,2024-07-04,Refund,-1532.36,North,Marketing,True,False,2024,7,3,Jul,Thursday,False
TXN-00257,2023-12-04,Refund,-2465.38,South,HR,True,False,2023,12,4,Dec,Monday,False
TXN-00258,2024-10-02,Expenses,-17124.68,North,Sales,True,False,2024,10,4,Oct,Wednesday,False
TXN-00259,2024-04-17,Revenue,24530.87,South,R&D,True,False,2024,4,2,Apr,Wednesday,False
TXN-00260,2023-05-31,Revenue,14927.54,North,Marketing,True,False,2023,5,2,May,Wednesday,False
TXN-00261,2024-02-19,Expenses,-5654.57,South,Operations,True,False,2024,2,1,Feb,Monday,False
TXN-00262,2023-10-25,Transfer,8662.27,South,Marketing,True,False,2023,10,4,Oct,Wednesday,False
TXN-00263,2024-09-02,Expenses,-11785.66,North,HR,True,False,2024,9,3,Sep,Monday,False
TXN-00264,2023-09-20,Expenses,-4679.79,South,Sales,True,False,2023,9,3,Sep,Wednesday,False
TXN-00265,2023-05-24,Revenue,23445.72,West,HR,True,False,2023,5,2,May,Wednesday,False
TXN-00266,2023-12-12,Refund,-3119.22,Central,Operations,True,False,2023,12,4,Dec,Tuesday,False
TXN-00267,2024-09-15,Expenses,-8538.5,East,Operations,True,False,2024,9,3,Sep,Sunday,True
TXN-00268,2024-07-25,Revenue,21300.59,South,Operations,True,False,2024,7,3,Jul,Thursday,False
TXN-00269,2023-01-02,Revenue,6178.85,South,Operations,True,False,2023,1,1,Jan,Monday,False
TXN-00270,2023-10-31,Revenue,42426.37,East,Marketing,True,False,2023,10,4,Oct,Tuesday,False
TXN-00271,2023-09-11,Revenue,28313.54,South,Operations,True,False,2023,9,3,Sep,Monday,False
TXN-00272,2024-10-13,Revenue,47330.57,East,Operations,True,False,2024,10,4,Oct,Sunday,True
TXN-00273,2024-03-28,Revenue,24334.56,North,Marketing,False,False,2024,3,1,Mar,Thursday,False
